"example_id","language","item","form","query","corpus","year","text","source","function","semantic_tags","syntactic_tags"
1644,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Mají jediný cíl -- zakoupit zde , na v moskevském podsvětí vyhlášeném místě -- falešný pas 	_kterékoli_ 	západoevropské či skandinávské země i se vstupním vízem .","","IR","E","M-te"
1645,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"jedlíci jen poctivě plní svou povinnost před zraky míjejících chodců , kteří je v 	_kteroukoli_ 	chvíli vidí při práci přes sklo .","","FC","FC","Mod"
1646,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Z 11 jich prý ODS požaduje sedm a se třemi počítá pro ODA . Odmítli jsme absolutní většinu 	_kterékoli_ 	ze stran , uvedl Malíř .","","AA","U",""
1647,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"shazuje dojem z celkem slušného alba -- byla by totiž `` ozdobou '' repertoáru 	_kterékoli_ 	pivní party .","","UFC","U","Mod"
1648,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Každý okamžik -- parafrázuji Blatného verš -- je hoden básně , 	_kterákoli_ 	situace , kterýkoli člověk je jí hoden .","","UFC","U",""
1649,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Jaderné zbraně v 	_kterékoli_ 	zemi střední a východní Evropy nevyhnutelně sníží práh bezpečnosti tohoto státu a negativně ovlivní","","UFC","U",""
1650,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"zánět slepého střeva -- těch bylo nejvíc -- a podobné případy , jak to nese normální život v 	_kterékoli_ 	jiné nemocnici . Byla to ovšem také střelná poranění a bohužel i úrazy po nášlapu na minu .","","UFC","U",""
1651,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Předseda ODA Jan Kalvoda však včera popřel , že by jeho výrok o BIS byl útokem na 	_kteréhokoli_ 	z koaličních spojenců .","","AA","U",""
1652,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"když podle názoru 	_kterékoli_ 	z nich bude ohrožena územní celistvost , politická nezávislost nebo bezpečnost 	kterékoli 	smluvní strany .","","CA","U","ca"
1653,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Růžičková , která bude za komunisty kandidovat v lounském okrese , by podle svých slov přijala nabídku 	_kterékoli_ 	strany , aby za ni kandidovala .","","FC","FC","Mod"
1654,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Z 	_kteréhokoli_ 	obrazu na zdi , předmětu na polici či rockera v popředí se na diváka mohou `` vyhrnout '' rozhovory o","","FC","FC","Mod"
1655,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Zatímco před týdnem si Primakov na jednáních v Berlíně osoboval `` jen '' právo veta na vstup 	_kterékoli_ 	země do NATO , byl Gračov otevřenější .","","UFC","U",""
1656,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Není moudré , když si 	_kterákoli_ 	ze stran klade podmínky , aby se obnovilo jednání ,","","AM","U",""
1657,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Nejen Josef Zieleniec , ale i 	_kterýkoli_ 	další odpovědný politik , například předseda lidovců Josef Lux , si tudíž musel položit legitimní otázku","","UFC","U","MN-d"
1658,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Řidiče zmíněného vozu policie žádá , aby se neprodleně přihlásil na lince 158 nebo v 	_kterékoli_ 	policejní služebně .","","IR|IR","E|Ind","Mod|Mod"
1659,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Do jejich dveří si zákazník najde cestu v 	_kterémkoli_ 	ročním období .","","UFC","U",""
1660,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Přírodní katastrofa je mimo kontrolu 	_kterékoli_ 	země . Je proto univerzální humanitární praxí v mezinárodních vztazích , že obětem je poskytnuta pomoc","","AA","U",""
1661,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Až `` kapitán '' získá u kormidla trochu jistoty , není problém vplout do 	_kteréhokoli_ 	města , nakoupit , projít se , zajít třeba do muzea a pokračovat zase dál .","","AM","U",""
1662,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Může napomoci váhavým stylistům : stačí najet kurzorem na 	_kterékoli_ 	slovo v textu a zeptat se na jeho synonyma , případně antonyma ( tedy slova shodného , respektive opačného","","FC","FC","suf"
1663,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"amerických zákonů se agenti CIA nesmějí přímo podílet na přípravách atentátu , byť by byl namířen proti 	_kterémukoli_ 	diktátorovi -- a to i kdyby byl Spojeným státům nepřátelsky nakloněn sebevíc .","","UN","Unc","uncl"
1664,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"považujeme za samozřejmost , že zachováme pestrost rubrik při 	_kterékoli_ 	variantě .","","FC","FC",""
1665,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Jakmile byla některému z pacientů elektronickými čidly naměřena nebezpečná hodnota 	_kteréhokoli_ 	ze sledovaných parametrů , můj záznam se uctivě smrskl na horní okraj obrazovky a se dvěma cinknutími","","CA","U","ca"
1666,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"občan smí podpořit ještě určitou politickou stranu -- buď tu , k níž patří oblíbený kandidát , anebo i 	_kteroukoli_ 	jinou .","","FC","FC","MP-d"
1667,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Taková rozhodnutí nemohou padnout v poloamatérských podmínkách v 	_kterémkoli_ 	partajním sekretariátu .","","FC","FC","Mod"
1668,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Krabice se svatebními závoji je připravena v první řadě pro 	_kteroukoli_ 	z nich .","","UFC","U",""
1669,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Unie odmítne rozdělený ostrov a Řecko znemožní přijetí 	_kteréhokoli_ 	z ostatních kandidátů .","","AA","U",""
1670,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Nejdřív jsem tomu nechtěl věřit , ale skutečně to jde . Zlaté stánky v 	_kterékoli_ 	zemi obsahují nejaktuálnější výrazy pro všechny technické novinky ,","","UFC","U","VeH"
1671,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"ochránit před touto eventualitou , současně však i před nebezpečím plynoucím z možného zhoršení vztahů s 	_kterýmkoli_ 	z partnerů .","","FC","FC","Mod"
1672,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"to , že při návratu z nákupu najde své auto na místě , nese provozovatel parkoviště . Tu ostatně nese 	_kterýkoli_ 	provozovatel , v kterémkoli městě .","","GEN","U","VeG"
1673,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"požaduje bezpodmínečné odzbrojení všech válčících skupin a nebude tolerovat násilí nebo neplnění závazků 	_kteroukoli_ 	z nich .","","AM","U",""
1674,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"vylučuje , aby v jejím rámci mohla působit 	_kterákoli_ 	z uvedených opozičních stran , pokud by nechtěla popřít celou svou identitu .","","AA","U",""
1675,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Spojené státy jsou natolik mocnou zemí , že mohou porazit 	_kteréhokoli_ 	potenciálního nepřítele , jakého si lze vůbec představit .","","FC","FC","M-ab"
1676,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Musíte říkat gej , '' opravil Bendu jeden z přítomných a vysvětlil : `` Vysloveno gáj , to je anglicky 	_kterýkoli_ 	chlapec . Tedy i vy . ''","","IND","Ind",""
1677,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Z hlediska leteckých a raketových úderů je zaměřitelný kterýkoli objekt a 	_kterýkoli_ 	objekt je také teoreticky zničitelný ,","","FC","FC","Mod"
1678,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Myslím , že to tak není . Když k nám přijede soupeř , a to 	_kterýkoli_ , s podobnou taktikou jako slávisté v neděli , tak se nám hraje pochopitelně velmi špatně .","","AP","Ind","AD"
1679,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Protože účast veřejnosti je rozhodující částí ankety , potřebujeme vaše návrhy nejvýše deseti kandidátů 	_kterékoli_ 	země výroby na anketním kupónu .","","IR","Ind",""
1680,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Čeští reprezentanti by podle jeho slov z 	_kterékoli_ 	jiné skupiny postoupili .","","FC","FC",""
1681,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"škubánky s mákem , kynuté knedlíky , lečo , kuřecí jatýrka na cibulce , tajemství šéfkuchaře ( _kteréhokoli_ ) a nuselská , michelská , pankrácká , [ . . .]","","AP","Ind","AD"
1682,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"za jakých podmínek budou občané ČR moci po přijetí do Unie bez omezení pracovat a dlouhodobě žít v 	_kterékoli_ 	členské zemi .","","FC","FC","MP-d"
1683,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Do několika zastáváren , které mají otevřeno nepřetržitě , přicházejí zákazníci v 	_kteroukoli_ 	denní i noční dobu .","","GEN","U","VeH"
1684,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"nizozemské banky ABN Amro , řekl , že investoři podobné právní spory neradi vidí . `` Pro investory v 	_kterékoli_ 	zemi je to téměř černá můra : Pocit , že právní systém té či oné země je nechrání .","","UFC","U",""
1685,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"A podepsané příměří zase tolik neznamená -- v posledních deseti letech si vždy našla 	_kterákoli_ 	ze stran sporu bez problémů důvod k obnovení bojů .","","UFC","U",""
1686,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Sbírka Pít z 	_kterékoli_ 	strany přináší Lorencovy básně z přelomu 40 . a 50 . let , a každý verš skutečně jako by byl ukutý","","UN","Unc","uncl"
1687,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Policisté pátrají po mladé dívce kriminalita Bruntál -- Na lince 158 nebo 	_kterékoli_ 	policejní stanici čeká policie na zmínku , která by jí pomohla najít pohřešovanou Martinu Antoníčkovou","","IND","Ind",""
1688,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Vyleštěné čerpadlo teď zdobí muzeum , a bylo by zřejmě chloubou 	_kterékoli_ 	jiné technické sbírky .","","UFC","U",""
1689,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Tři internetové stránky , které bych si vzal s sebou na pustý ostrov : Jedna stačí : 	_kterákoli_ , na níž se dá založit e-mailová schránka .","","FC","U","suf"
1690,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Nevěřím kuloárovým prohlášením , že vládě je třeba neschválit 	_kterýkoli_ 	zákon , protože před volbami by to pro vládu mohlo znamenat úspěch .","","UFC","U",""
1691,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Jakékoli informace o pohybu a pobytu Miroslavy Rusínové přijme 	_kterákoli_ 	služebna Policie ČR nebo je možné se obrátit na linku tísňového volání 158 .","","UFC","U",""
1692,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Revírní bratrské pokladny Lubomír Káňa uvedl , že dosud neví o jediném jejich klientovi , kterého by 	_kterákoli_ 	nemocnice odmítla ošetřit .","","AM","U",""
1693,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Znovu deklarujeme připravenost přijmout 	_kteroukoli_ 	obec , která splní požadavky zákona , a na druhé straně sami nebudeme bránit žádné obci v odchodu","","UFC|UFC","U|U","Mod|sub"
1694,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"_Kterýkoli_ 	z těchto soupeřů je na rozdíl od Američanek `` hratelný '' , byť Česku asi bude citelně chybět jednička","","UFC","U",""
1695,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"všech relaxačních zařízení , zahrady s právem volného pohybu a přijímání návštěv příbuzných i známých v 	_kteroukoli_ 	dobu '' .","","UFC","U",""
1696,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Na Vinohradské ulici , kde není snadné zaparkovat v 	_kteroukoli_ 	hodinu , zabírala místo po celé měsíce .","","AM","U",""
1697,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"kolem sta skladeb a skladbiček , které každý musí znát zpaměti , aby byl připraven na 	_kterýkoli_ 	charakter koncertu .","","UFC","U","a"
1698,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Pro mě je zajímavé potkávat lidi , kteří v jdou 	_kterémkoli_ 	druhu umění do extrému .","","UFC","U",""
1699,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Podíval se vzhůru , na jednu stranu , na druhou stranu , a došlo mu , že ať se hýbe 	_kterákoli_ 	část jeho já , není to žádná část jeho těla .","","NM","",""
1700,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Takovýhle návrh od Gorbovského rozhodně nečekal . Bylo to divoké , ať se to vzalo z 	_kterékoli_ 	strany .","","NM","",""
1701,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Všichni pokračovatelé Probuzeného , ať se hlásili ke 	_kterékoli_ 	buddhistické škole , se v tomto bodě shodovali : já je iluze , a právě ta je pramenem strasti .","","NM","",""
1702,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Totéž platí v Kanadě . Ať už jsme v 	_kterékoli_ 	zemi , všude nacházíme slušné lidi a ovšem taky darebáky .","","NM","",""
1703,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Zejména , když se chová odmítavě nebo povýšeně , jako pan poslanec `` nemám čas '' , ať už patří ke 	_kterékoli_ 	straně .","","NM","",""
1704,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Tento zločin nelze podle jeho slov ničím ospravedlnit , ať jej spáchala 	_kterákoli_ 	strana z jakýchkoli důvodů či motivů .","","NM","",""
1705,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Budou-li se chovat obě strany racionálně a k dohodě dojde ( ať na výdaje 	_kterékoli_ 	ze stran ) , jak Bunkr , tak nájemníci a společnost na tom jen získají .","","NM","",""
1706,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Britská vláda , která je poslední rozhodující instancí , soudí , že teroristé jsou teroristé , ať patří ke 	_kterékoli_ 	straně , a nebudou ve vězení hermeticky oddělováni .","","NM","",""
1707,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"přibyly k nim hudba , divadlo , film , tisk a televize . Příspěvky , ať už se vztahují ke 	_kterémukoli_ 	z těchto oborů a ať už jsou pojaty jako obecná zamyšlení , portréty , rozhovory","","NM","",""
1708,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Ať budeme 	_kterékoli_ 	zemi říkat jakkoli , jsem si jistý , že pod Bezděz trefím třeba z Honolulu .","","NM","",""
1709,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Stále se musíme bát vlády jedné strany , ať by to byla 	_kterákoli_ . Stačí se podívat přes hranice k našim východním sousedům .","","NM","",""
1710,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"politicky je naprosto vyloučeno , aby se uprostřed vrcholící kampaně objevil kandidát , ať už z 	_kterékoli_ 	strany , schopný získat potřebnou ústavní většinu hlasů .","","NM","",""
1711,"Czech","kterykoli","","Kterykoli","Czech National Corpus",0,"Ale přesto , ať se člověk právě ponoří do 	_kterékoli_ 	kapitoly , vždy znovu pocítí lehký zmatek , neodbytný pocit , že přesně tohle přece už před chvílí","","NM","",""
